previous_context,student_utterance,turn,subsequent_context,Offering Math Help,Successful Uptake
"(9) [T] I really want to know because they're numbers up there and I added my numerators, why don't I add my denominators?
(9) [T] what do you think?
(10) [S] Because they're all the same.
(11) [T] Because they're all the same.
(12) [T] Does that have anything to do with how many slices I ate?
(13) [S] No.
(14) [T] No, that's just telling me the size of the slice that I ate really, not telling me how many, right?","The number never changed or there's nothing else to add there because, it's the same thing and they're not two different numbers they're just one just showing the others, they're basically a mirror just the top of the mirror is not the same.",15,"(16) [T] I could draw a picture of this.
(16) [T] Let's say I have a picture, here's the pizza, here's the whole pizza, six slices.
(16) [T] The first time I go at I eat two slices, one, two.
(16) [T] The second time I go, how many do I get?
(17) [S] Three.
(18) [T] The size of my pizza didn't change, the shape of my pizza didn't change.
(19) [S] It's how many.",1,1
"(11) [T] What else could we add to this fraction?
(11) [T] We want to keep covering.
(11) [T] What else could we add?
(11) [T] You want to take one of these?
(11) [T] Two of them or one of them?
(12) [S] Two.
(13) [T] Did we make a whole circle?",Yes.,14,"(15) [T] Okay.
(15) [T] Let's look at what we put in here.
(15) [T] We have one half, right?
(16) [S] Yes.
(17) [T] We have one fourth and one fourth.
(17) [T] Following me?
(18) [S] Yes.",0,0
"(1) [T] How about this one.
(1) [T] Let's look at brown and let's look at red.
(1) [T] If I  call brown one, what number name would I give to red?
(1) [T] [pauses  then repeats question]  If I call brown one, what number name  would I give to red?
(1) [T] [Waits for students to solve it and raise their  hands]  If I call brown red, what number name would I, brown one,  what number name would I give to red?
(1) [T] Danielle.
(1) [T] I can’t, Joanna,  could you, Danielle.",Fourths.,2,"(3) [T] Nice and loud.
(4) [S] Fourths.
(5) [T] One fourth.
(5) [T] How many of you think one fourth?
(5) [T] And what would  you do to convince me?
(6) [S] Well, I put the four blocks up to the brown.
(7) [T] Okay.",0,0
"(5) [S] All right, well here.
(5) [S] The one, one two one,  one three three one, one four six four one- [Pointing to transparency grid with marker]
(6) [T] Okay let- show me again where's the four?
(7) [S] All right.
(7) [S] We're on- all right.
(7) [S] The- that one  right there- [Pointing to grid]
(8) [T] Mm hm.",-that we added in and this two is the three.,9,"(9) [S] The  two in that one there is a three and there's two  ones on the outside
(10) [T] Mm hum.
(11) [S] So you get one three three one.
(11) [S] And then one- the one and the three for the four.
(11) [S] Three and  the three for the six.
(11) [S] The three and the one for  the other four and then the other one on the end  and then continuing through the four and the  one together is the five.
(11) [S] The four and the six is  the ten.",1,0
"(49) [S] Pyramid
(50) [T] This looks like ancient Egyptians.
(50) [T] This one is a?
(51) [S] Prism.
(52) [T] Prism, which is a square, because this one has the base is like this.
(52) [T] Pyramid, prism.
(52) [T] Tucker, yes.","and if you look at it, this pyramid and the prism are different because the prism only has the triangles for the bases, and then it's like a parallelogram, and then the pyramid is all triangles because that's short for",53,"(54) [T] Right.
(54) [T] Look at it, and this one could be tricky because some kids might say, ""Oh, well, this one, this looks like a prism because that looks like just the one base.""
(54) [T] No, this looks like a tent.
(54) [T] Sometimes you have to think about the sides of it.
(54) [T] Your bases are actually here, and here, your bases are parallel to each other.
(55) [S] They're like a little longer and the side and the base are not parallel, like they're a little-
(56) [T] Longer?",1,1
"(nan) [S] I was
(nan) [S] You're ___ or anything. 
(nan) [S] I would have picked ____ regardless.  
(nan) [S] I didn't know which one he was in order.  
(nan) [S] We still don't got enough.  
(nan) [S] That was huge, I heard ___ be coming back. 
(nan) [S] [inaudible]", ___ that thing yet. ,,"(nan) [S] Yeah, four thirty. 
(nan) [S] [INAUDIBLE] get through.
(nan) [S] Explain this one.  
(nan) [S] Me and ____ worked on a little something. 
(nan) [S]  And we -- this is what we got. 
(nan) [S] There's a five game series right?  
(nan) [S] When this is like one way that one team could win.  ",0,0
"(215) [T] 50
(215) [T] 56
(215) [T] 50 plus 6 is 56, right?
(215) [T] So you see how I got that number?
(216) [S] Yeah.
(217) [T] So I'm multiplying 56 times 6.
(217) [T] Now, what they've done-",.,218,"(219) [T] ... is, see how we're going to do it twice in a row, Ms. .
(219) [T] Sometimes Mrs.  is so excited that she can make these things work.
(219) [T] I just wish I could get the line.
(219) [T] Okay.
(219) [T] So you are multiplying 7 times everything in that top.
(219) [T] So 7 times 6 equals?
(220) [S] 42",0,0
"(185) [S] What's the mixed number?
(186) [S] 7 3/5.
(187) [S] The question should be asking for the fraction
(188) [S] How did we get that?
(189) [S] How did we get the 3/5?
(189) [S] Antonio.
(190) [T] Do you need your Mr. Parker to repeat the question?",Repeat your question then.,191,"(192) [S] Huh?
(193) [S] Repeat your question.
(194) [T] Repeat your question loudly.
(194) [T] He's in the back of the room.
(195) [S] How do we get that answer?
(196) [T] The question was, how did we get the 3/5?
(197) [S] We got the 3/5 because the remainder was 3, then there's a 5, so it's going to be 3/5.",0,0
"(1260) [T] I just picked what I wanted
(1261) [S] Oh, you want uh, you want to do that.
(1262) [S] Yeah, so, so it would be.
(1263) [S] Um.
(1264) [S] n choose.
(1265) [S] It would be n.
(1266) [S] Wouldn’t that just be n choose r for whatever r you wanted? ","Whatever number you wanted up to, as long as it didn’t exceed n?",1267.0,"(1268) [S] This, this is different than that. 
(1269) [S] Isn’t it? 
(1270) [S] Like this, these are just like a list of numbers. 
(1271) [S] That’s, that’s just giving you one of these numbers.
(1272) [S] Uh, you know all that, but I’m saying, if you wanted to write n choose to get a certain number, wouldn’t it just be n choose r? 
(1273) [S] Like that? 
(1274) [S] And then as long as r doesn’t exceed n or it’s less than 0 like r.",0,1
"(120) [S] Yes.
(120) [T] Okay, now tell me how many 2/3 meter bows you can  make from 12 meters of ribbon.
(120) [S] The fourth one would be 12.
(120) [S] Wait, we didn’t get the third one.
(120) [S] Third is you have to get 1/3 meters *inaudible*
(nan) [S] Twelve times six, right?
(120) [S] I got it.",You have to try.,120.0,"(120) [S] 12  times 6 *inaudlbe* 
(nan) [S] This is the rule. *inaudible* half.
(nan) [S] So there will be two.
(120) [S] No.
(120) [T] *Maybe Meredith is having difficulty because now  she has to divide by a number that is not a whole  number* 
(nan) [S] Yes.
(120) [S] So  you can only cut it in half so *inaudible* ",0,0
"(189) [S] Ok.
(190) [T] Ok?
(190) [T] I'll try real hard, but I’ll try to imagine
(191) [S] Suppose there are twelfths under that.
(192) [T] I can imagine that.
(193) [S] And you took out two of those purples and three light greens
(194) [T] I could imagine","It would take one of those twelfths to fill in the gap between  the, between the um um",195,"(196) [S] See?
(197) [S] Two thirds and three fourths
(198) [T] I see that.
(199) [S] And we came to up here
(200) [S] So Three fourths is bigger than two thirds by one twelfth   Fig 5 Erik: And what we came to up here, two thirds and three fourths, it  would be bigger by one twelfth or-
(201) [S] Two twenty-fourths.
(202) [S] Because two of 'em equal up to a red like the orange and the",1,1
"(106) [T] They all represent the same thing.
(106) [T] They just look different.
(106) [T] Ariana?
(107) [T] They all represent what though?
(107) [T] What fraction?
(107) [T] They're all equal to ?
(107) [T] They're all split in what?",They're all half.,108,"(109) [T] Ariana, what did Laura say.
(110) [S] They're all half.
(111) [T] They're all half.
(111) [T] Brendan, find new factors that are the same.
(111) [T] unlike fractions that are unlike, they have many different numbers and  denominator
(112) [T] Oh, .
(112) [T] I would like you guys to do",0,0
"(220) [T] Therefore we don't divide by four?
(221) [S] No.
(222) [T] No?
(223) [S] If we take away the five, afterwards we have four X is equal to 15.
(224) [T] And then.
(225) [S] And then we can.
(226) [T] Then it's not divided by four fifteen?","Yes, but it does have decimal points.",227,"(228) [T] Ho, poor little one, if it does have decimal points, are they so painful, decimal points?
(229) [S] No.
(230) [T] Ha, good.
(231) [S] But, Sir, (inaudible)?
(232) [T] So we leave the fraction, we will leave 15 quarters.
(232) [T] Exactly.
(233) [S] (inaudible)",0,1
"(248) [T] So the question was, ""How many pieces did Timmy eat?""
(249) [T] Okay.
(249) [T] Good job.
(249) [T] Thank you.
(249) [T] Who wants to go next?
(249) [T] You guys?
(250) [S] Our numbers were 1/2 and 5/6.",What's going on?,251,"(252) [T] Okay.
(253) [T] Everybody listen up.
(254) [S] Joe has 5/6 of a sandwich.
(254) [S] And he eats 1/2 of the sandwich.
(254) [S] How much of the sandwich is left for Joe?
(255) [T] How much is left?
(255) [T] Do you guys agree?",0,0
"(99) [S] You only had to do two from each row.
(100) [T] Yes, we're talking about reading your directions, right.
(100) [T] Hey, for your page two it looks like this.
(100) [T] Except these are the answers.
(100) [T] This is a finished version.
(101) [S] I did all of that.
(102) [T] Okay.",Then you don't have homework for--,103,"(104) [S] Two days.
(105) [T] Crew, I'm coming around with a sticky note for you.
(105) [T] Your objective today is I can determine which fraction operation to use, and accurately solve the problem.
(105) [T] I have four stations for you that we're going to start today.
(105) [T] What I would like for you to do-- will you pass these out for me?
(105) [T] Thank you.
(105) [T] What I would like for you to do is to set up a sticky note that looks like this with a one, two, three, four and then write your name on your sticky notes.",0,0
"(377) [S] Where's the exclamation point?
(378) [S] Math.
(379) [S] Ah.
(380) [S] Probability 4.
(381) [S] What are we doing, three or six?
(382) [S] Just hit four.
(383) [S] All right.",I mean would you,384.0,"(385) [S] I don't even know why I did that.
(386) [S] That was stupid. 
(387) [S] Uh, quit, all right. 
(388) [S] Six divide. 
(389) [S] Six divided by
(390) [S] Where is the little, where is that? 
(391) [S] I don't know.",0,0
"(157) [T] Aysa said...
(157) [T] He just wrote back and he said, ""Correct, good job.""
(158) [S] You need a little bit more than 10 to buy them.
(159) [T] Well, how come you need a little more than 10?
(160) [S] Because you have to pay the taxes.
(161) [T] So tax on food works differently.
(161) [T] So next time you have a family member go to the store, ask them to see their receipts because depending on how your food is prepared, the tax works differently, which is kind of a cool thing about food.",Ms. Davies.,162,"(163) [T] Yes.
(164) [S] I have a different strategy.
(165) [T] You do?
(165) [T] What was your strategy?
(166) [S] Well I counted eight times three to give me 24 and that was too much avocados and I realized that it just count four and a half to get 20 avocados and that was $10.
(167) [T] That's awesome.
(167) [T] That's awesome.",0,0
"(49) [S] Infinity.
(50) [T] Where does it end on the other side?
(51) [S] Nowhere.
(51) [S] Infinity.
(52) [T] But, I should be able to place every single one of my numbers and, just because I  have run out of room to write it, that should not get in our way; we have to  imagine these numbers going on.
(52) [T] I would like to know where I would put  negative one half.
(53) [S] Negative one half?",You have to have an even number.,54,"(55) [S] All negative numbers are different than positive.
(55) [S] From here down you are negatives so that means any number  here cannot be equivalent to a number over there,  so that means if you were dividing this part up into fractions,   you would have to put one half mark in the negative, right about there.
(56) [T] So, you would put a negative one half between negative one and negative two?
(57) [S] Yeah.
(58) [T] What do you think about that Meredith?
(59) [S] Because one and one and one half and one half is three.
(60) [T] Where would you put three-quarters?",1,1
"(236) [S] It's the same but-
(237) [T] Yeah, that's right so- so cut them out.
(237) [T] She didn't have to did she?
(238) [S] She's got nice paper.
(239) [T] Oh sorry.
(239) [T] You could've swapped.
(239) [T] Do you want a different color?",I'm kidding no.,240,"(240) [S] So that's right.
(240) [S] They're- they're congruent.
(241) [T] So you cut them out and give them- is it yours Natalie?
(242) [S] That's mine that's mine.
(243) [T] All right so you um- you can cut them out and give them to Louise and she can paste them on hers.
(243) [T] All right, yeah.
(244) [S] Is um- is this congruent?",0,0
"(150) [T] So.
(151) [S] Because you can't.
(151) [S] There's only two colors.
(151) [S] You can't put  anymore on them.
(152) [T] Okay, now imagine we have our 8.
(152) [T] Where, where do we go  from 8?
(152) [T] Because I heard, Michelle say 12.",Sixteen.,153.0,"(154) [T] Well, what is it?
(154) [T] Stephanie?
(155) [S] I, I still want to see you build 3 up and then see if there's  any…
(156) [T] Okay, Jeff isn't convinced you have the 8 here, so you were  going to fast.
(157) [S] Using Unifix cubes you could still…
(158) [S] It doesn't matter.
(158) [S] It's just easier to draw it.",0,1
